Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc), Year
102,Jul 27,@,CIN,"W,4-2",39,31,4,5,0,0,0,4,6,0,9,1,1,0,2,1,1,0,.250,.317,.385,.702,8,13,R,M.Latos (56),2014
103,Jul 28,@,MIA,"L,6-7",40,33,6,9,1,0,0,6,5,0,5,0,1,1,1,1,0,0,.250,.318,.384,.702,7,15,R,N.Eovaldi (37),2014
104,Jul 29,@,MIA,"L,0-3",38,31,0,5,1,0,0,0,6,0,6,1,0,0,0,1,0,0,.249,.318,.383,.700,11,14,R,H.Alvarez (71),2014
105,Jul 30,@,MIA,"W,4-3",38,33,4,7,3,0,0,4,4,0,3,0,0,1,0,0,3,0,.249,.317,.382,.699,7,14,L,B.Hand (55),2014
106,Jul 31,,PHI,"L,4-10",36,34,4,8,2,0,0,4,1,0,10,1,0,0,0,1,0,0,.249,.317,.381,.698,5,17,L,C.Lee (60),2014
2014
107,Aug 1,,PHI,"L,1-2",34,33,1,7,0,0,0,1,1,1,5,0,0,0,0,0,0,0,.248,.316,.379,.696,6,13,R,R.Hernandez (72),2014
108,Aug 2,,PHI,"W,11-0",43,37,11,14,2,1,1,11,4,0,6,0,0,2,1,0,3,0,.250,.317,.381,.699,8,13,R,A.Burnett (36),2014
109,Aug 3,,PHI,"W,4-0",34,30,4,6,2,0,0,3,3,1,9,0,1,0,1,0,2,0,.249,.317,.380,.697,6,13,L,C.Hamels (72),2014
110,Aug 4,,BAL,"L,3-7",36,33,3,8,1,0,1,2,2,0,6,0,0,1,0,1,0,0,.249,.317,.380,.697,6,13,R,K.Gausman (45),2014
111,Aug 5,,NYM,"L,1-6",35,31,1,8,2,0,0,0,4,0,7,0,0,0,0,2,0,0,.249,.317,.380,.697,7,12,R,Z.Wheeler (57),2014
112,Aug 6,,NYM,"W,7-1",34,32,7,9,2,0,3,7,2,0,4,0,0,0,0,1,1,0,.250,.317,.382,.699,3,12,L,J.Niese (32),2014
113,Aug 7,,NYM,"W,5-3",51,47,5,14,2,0,2,5,3,0,13,0,1,0,0,1,0,1,.250,.317,.383,.700,10,17,R,J.deGrom (49),2014
114,Aug 8,@,ATL,"L,6-7",36,32,6,6,0,0,2,6,2,0,8,1,0,1,1,1,0,0,.250,.317,.383,.700,3,14,R,E.Santana (50),2014
115,Aug 9,@,ATL,"W,4-1",46,42,4,11,1,1,1,4,4,0,7,0,0,0,0,0,1,0,.250,.317,.383,.700,9,16,R,A.Harang (59),2014
116,Aug 10,@,ATL,"L,1-3",35,32,1,5,2,0,1,1,3,1,13,0,0,0,1,1,1,0,.249,.316,.382,.699,7,12,L,A.Wood (73),2014
117,Aug 12,@,NYM,"W,7-1",39,37,7,12,2,0,4,7,2,0,7,0,0,0,0,2,0,0,.250,.316,.385,.702,5,11,R,R.Montero (35),2014
118,Aug 13,@,NYM,"W,3-2",36,32,3,8,2,0,1,3,2,0,10,0,0,2,0,1,1,0,.250,.316,.386,.702,6,14,R,B.Colon (66),2014
119,Aug 14,@,NYM,"W,4-1",39,30,4,5,0,0,2,4,7,0,7,0,2,0,0,0,1,0,.249,.316,.385,.702,8,12,R,D.Gee (47),2014
120,Aug 15,,PIT,"W,5-4",36,32,5,11,1,0,0,5,4,0,9,0,0,0,0,2,2,1,.250,.317,.385,.702,7,15,R,C.Morton (25),2014
121,Aug 16,,PIT,"W,4-3",34,29,4,8,1,0,1,4,4,0,6,1,0,0,0,2,0,1,.250,.318,.386,.703,6,13,L,J.Locke (65),2014
122,Aug 17,,PIT,"W,6-5",47,41,6,10,1,0,0,3,4,0,9,1,0,1,1,2,0,0,.250,.318,.384,.702,9,17,R,E.Volquez (54),2014
123,Aug 18,,ARI,"W,5-4",40,37,5,8,1,1,2,5,2,0,12,0,0,1,0,0,0,1,.250,.317,.385,.702,3,15,L,V.Nuno (64),2014
124,Aug 19,,ARI,"W,8-1",40,35,8,12,1,0,0,8,5,0,7,0,0,0,0,1,2,0,.251,.318,.385,.703,8,10,R,C.Anderson (19),2014
125,Aug 20,,ARI,"W,3-2",36,31,3,9,2,0,0,3,5,0,7,0,0,0,0,3,1,0,.251,.318,.385,.703,8,14,R,T.Cahill (54),2014
126,Aug 21,,ARI,"W,1-0",38,30,1,10,0,0,0,0,6,1,5,0,2,0,0,3,1,0,.251,.319,.384,.704,12,13,L,W.Miley (56),2014
127,Aug 22,,SFG,"L,3-10",36,33,3,7,1,0,1,2,3,0,8,0,0,0,1,1,2,0,.251,.319,.384,.703,6,14,R,T.Hudson (54),2014
128,Aug 23,,SFG,"W,6-2",34,29,6,6,1,1,1,4,4,0,8,0,1,0,1,1,1,0,.251,.319,.384,.703,4,10,R,T.Lincecum (24),2014
129,Aug 24,,SFG,"W,14-6",46,40,14,18,6,0,3,13,6,0,5,0,0,0,0,1,1,0,.253,.321,.388,.709,8,17,R,R.Vogelsong (47),2014
130,Aug 25,@,PHI,"L,2-3",36,33,2,6,2,0,2,2,2,0,14,1,0,0,0,0,0,0,.252,.320,.388,.709,7,14,R,A.Burnett (78),2014
131,Aug 26,@,PHI,"L,3-4",35,34,3,8,0,0,1,3,1,0,9,0,0,0,0,0,0,1,.252,.320,.388,.708,5,14,L,C.Hamels (53),2014
132,Aug 27,@,PHI,"L,4-8",36,35,4,9,2,0,1,4,1,0,7,0,0,0,0,1,1,0,.252,.320,.388,.708,5,14,R,K.Kendrick (45),2014
133,Aug 29,@,SEA,"W,8-3",41,38,8,14,1,0,6,8,2,0,2,0,0,1,0,2,0,0,.253,.320,.392,.712,6,9,R,F.Hernandez (37),2014
134,Aug 30,@,SEA,"W,3-1",36,34,3,8,1,0,1,3,2,1,9,0,0,0,1,2,0,0,.253,.320,.392,.712,6,9,L,R.Elias (53),2014
135,Aug 31,@,SEA,"L,3-5",36,34,3,6,2,0,3,3,2,0,10,0,0,0,0,0,0,0,.252,.319,.393,.712,6,11,R,H.Iwakuma (56),2014
2014
136,Sep 1,@,LAD,"W,6-4",38,35,6,9,2,0,4,6,3,0,6,0,0,0,0,1,4,0,.252,.319,.395,.714,5,15,R,R.Hernandez (36),2014
137,Sep 2,@,LAD,"L,1-4",33,31,1,3,0,0,1,1,2,0,11,0,0,0,1,0,0,0,.251,.318,.393,.711,5,13,L,C.Kershaw (78),2014
138,Sep 3,@,LAD,"W,8-5",62,54,8,12,0,0,2,8,6,0,12,1,1,0,1,0,1,0,.251,.318,.393,.711,12,26,R,C.Frias (69),2014
139,Sep 5,,PHI,"L,8-9",51,41,8,14,2,0,1,8,7,2,7,0,1,2,0,1,3,1,.252,.319,.393,.712,10,21,R,J.Williams (32),2014
140,Sep 6,,PHI,"L,1-3",34,30,1,7,0,0,0,1,2,0,7,0,1,1,0,1,0,1,.252,.319,.392,.711,6,12,R,A.Burnett (63),2014
141,Sep 7,,PHI,"W,3-2",35,29,3,7,2,0,2,3,5,0,9,0,0,1,0,1,2,0,.252,.319,.393,.712,8,14,L,C.Hamels (51),2014
142,Sep 8,,ATL,"W,2-1",33,30,2,7,1,0,0,2,3,1,4,0,0,0,0,0,0,1,.251,.319,.392,.711,7,17,L,M.Minor (51),2014
143,Sep 9,,ATL,"W,6-4",37,31,6,9,3,0,0,6,4,1,5,0,1,1,0,0,0,0,.252,.319,.392,.711,7,15,R,E.Santana (30),2014
144,Sep 10,,ATL,"L,2-6",35,34,2,7,0,0,1,1,1,0,11,0,0,0,0,0,0,0,.251,.318,.391,.710,6,14,R,A.Harang (72),2014
145,Sep 11,@,NYM,"W,6-2",43,34,6,8,1,0,2,6,6,1,5,2,1,0,1,1,0,0,.251,.319,.392,.711,10,13,R,B.Colon (23),2014
146,Sep 12,@,NYM,"L,3-4",41,35,3,11,1,0,1,3,4,1,9,1,1,0,1,3,2,0,.252,.320,.392,.712,11,12,R,D.Gee (40),2014
147,Sep 13,@,NYM,"W,10-3",48,43,10,15,2,0,2,9,4,0,9,1,0,0,1,1,3,0,.253,.320,.393,.714,11,16,R,Z.Wheeler (26),2014
148,Sep 14,@,NYM,"W,3-0",35,32,3,8,2,0,1,2,1,0,7,0,2,0,0,0,0,0,.253,.320,.393,.713,5,13,L,J.Niese (64),2014
149,Sep 15,@,ATL,"W,4-2",37,31,4,6,3,0,1,4,4,0,9,1,1,0,0,0,1,1,.252,.320,.393,.713,6,14,R,E.Santana (62),2014
150,Sep 16,@,ATL,"W,3-0",36,32,3,6,1,0,1,2,4,0,8,0,0,0,1,1,0,1,.252,.320,.393,.712,6,12,R,A.Harang (65),2014
151,Sep 17,@,ATL,"L,1-3",32,29,1,5,1,0,1,1,1,0,11,1,1,0,0,1,0,1,.251,.319,.392,.712,4,13,L,A.Wood (65),2014
152,Sep 18,@,MIA,"W,6-2",38,37,6,11,3,0,0,5,0,0,10,0,1,0,0,0,1,0,.252,.319,.392,.711,5,12,L,B.Hand (33),2014
153,Sep 19,@,MIA,"W,3-2",37,33,3,7,0,2,1,3,4,0,9,0,0,0,0,0,0,0,.251,.319,.392,.711,7,13,R,T.Koehler (44),2014
154,Sep 20,@,MIA,"W,3-2",37,35,3,12,1,2,0,3,2,0,4,0,0,0,0,3,0,1,.252,.319,.393,.712,7,15,R,J.Cosart (43),2014
155,Sep 21,@,MIA,"W,2-1",34,34,2,8,2,1,0,2,0,0,6,0,0,0,0,0,0,0,.252,.319,.393,.712,5,12,R,N.Eovaldi (54),2014
156,Sep 23,,NYM,"W,4-2",34,29,4,5,1,0,1,4,4,0,6,0,1,0,1,0,1,0,.251,.319,.392,.711,6,16,R,B.Colon (47),2014
157,Sep 25 (1),,NYM,"L,4-7",38,34,4,10,0,0,0,4,3,0,10,0,0,1,0,0,1,1,.252,.319,.392,.710,7,15,R,D.Gee (35),2014
158,Sep 25 (2),,NYM,"W,3-0",36,30,3,6,1,0,0,2,4,0,10,2,0,0,1,0,2,0,.251,.319,.391,.710,9,13,R,Z.Wheeler (51),2014
159,Sep 26 (1),,MIA,"W,4-0",41,31,4,9,2,0,1,3,10,0,5,0,0,0,0,2,1,0,.252,.320,.391,.711,13,10,R,J.Cosart (44),2014
160,Sep 26 (2),,MIA,"L,7-15",42,38,7,12,2,1,2,6,1,0,7,3,0,0,0,1,0,0,.252,.320,.392,.713,8,17,L,A.Heaney (36),2014
161,Sep 27,,MIA,"W,5-1",38,32,5,11,1,0,0,5,5,0,7,0,1,0,0,1,0,0,.253,.321,.392,.713,9,17,R,N.Eovaldi (55),2014
162,Sep 28,,MIA,"W,1-0",32,32,1,11,2,0,1,1,0,0,5,0,0,0,0,2,0,0,.253,.321,.393,.714,7,17,R,H.Alvarez (54),2014
2015
1,Apr 6,,NYM,"L,1-3",32,31,1,3,0,0,1,1,1,0,10,0,0,0,1,0,0,0,.097,.125,.194,.319,4,13,R,B.Colon (69),2015
2,Apr 8,,NYM,"W,2-1",34,31,2,7,3,0,1,2,3,2,8,0,0,0,0,0,0,0,.161,.212,.306,.519,8,13,R,J.deGrom (56),2015
3,Apr 9,,NYM,"L,3-6",37,34,3,7,3,0,0,3,3,0,12,0,0,0,1,0,0,1,.177,.233,.302,.535,7,14,R,M.Harvey (72),2015
4,Apr 10,@,PHI,"L,1-4",33,32,1,6,1,0,1,1,1,0,9,0,0,0,0,0,0,0,.180,.228,.305,.533,5,13,R,J.Williams (63),2015
5,Apr 11,@,PHI,"L,2-3",40,36,2,7,1,0,1,2,4,1,9,0,0,0,0,0,1,0,.183,.239,.305,.544,8,16,L,C.Hamels (72),2015
6,Apr 12,@,PHI,"W,4-3",43,37,4,9,2,0,1,3,4,0,8,1,0,1,0,0,0,1,.194,.256,.318,.574,9,16,R,S.O'Sullivan (58),2015
7,Apr 13,@,BOS,"L,4-9",34,32,4,4,0,1,2,4,2,0,9,0,0,0,2,1,0,0,.185,.245,.326,.571,3,10,R,R.Porcello (65),2015
8,Apr 14,@,BOS,"L,7-8",41,36,7,10,1,1,0,7,3,0,11,2,0,0,0,0,1,1,.197,.262,.331,.593,7,9,R,J.Masterson (21),2015
9,Apr 15,@,BOS,"W,10-5",44,38,10,12,4,1,2,10,6,0,5,0,0,0,0,1,0,0,.212,.281,.368,.649,7,9,L,W.Miley (17),2015
10,Apr 16,,PHI,"W,5-2",33,29,5,6,2,0,2,5,4,1,9,0,0,0,0,1,0,0,.211,.283,.378,.661,4,12,L,C.Hamels (45),2015
11,Apr 17,,PHI,"W,7-2",39,35,7,10,1,0,2,6,3,1,6,1,0,0,1,0,0,0,.218,.290,.388,.678,8,12,R,S.O'Sullivan (41),2015
12,Apr 18,,PHI,"L,3-5",38,35,3,9,0,0,1,3,3,1,9,0,0,0,0,0,0,1,.222,.292,.384,.677,8,14,R,A.Harang (50),2015
13,Apr 19,,PHI,"W,4-1",38,33,4,9,2,0,0,4,5,1,5,0,0,0,0,0,0,0,.226,.298,.380,.679,10,12,R,D.Buchanan (44),2015
14,Apr 21,,STL,"W,2-1",42,35,2,8,2,0,1,2,6,1,13,0,1,0,1,1,0,0,.226,.302,.380,.681,11,16,R,L.Lynn (62),2015
15,Apr 22,,STL,"L,5-7",37,34,5,8,3,0,0,5,2,0,8,0,0,1,1,0,0,1,.226,.300,.376,.676,5,14,R,J.Lackey (36),2015
16,Apr 23,,STL,"L,1-4",35,32,1,6,2,0,0,1,3,0,7,0,0,0,1,2,0,0,.224,.297,.369,.666,7,13,R,M.Wacha (67),2015
17,Apr 24,@,MIA,"L,2-3",35,31,2,6,2,0,0,2,3,0,5,0,0,1,0,0,1,1,.222,.295,.363,.657,6,14,R,M.Latos (56),2015
18,Apr 25,@,MIA,"L,0-8",34,33,0,7,0,0,0,0,1,0,7,0,0,0,0,1,0,0,.222,.292,.354,.646,7,12,R,T.Koehler (69),2015
19,Apr 26,@,MIA,"L,2-6",34,30,2,4,0,0,1,2,3,0,10,0,1,0,0,0,0,0,.218,.288,.349,.637,5,13,R,D.Haren (53),2015
20,Apr 27,@,ATL,"L,4-8",39,30,4,5,2,1,0,3,5,0,6,1,2,1,1,0,0,0,.215,.289,.346,.635,8,15,L,E.Stults (57),2015
21,Apr 28,@,ATL,"W,13-12",47,40,13,15,5,1,3,13,4,0,8,1,0,2,1,1,0,0,.224,.297,.371,.668,7,16,R,J.Teheran (33),2015
22,Apr 29,@,ATL,"W,13-4",47,42,13,15,2,0,1,12,5,0,11,0,0,0,0,0,0,0,.232,.304,.377,.681,7,13,L,A.Wood (42),2015
23,Apr 30,@,NYM,"W,8-2",42,38,8,12,3,0,0,8,3,0,8,0,0,1,1,0,0,0,.236,.307,.378,.684,7,15,R,J.deGrom (44),2015
2015
24,May 1,@,NYM,"L,0-4",32,30,0,6,2,0,0,0,1,0,5,0,1,0,1,2,0,1,.235,.304,.373,.677,5,12,R,M.Harvey (69),2015
25,May 2,@,NYM,"W,1-0",37,33,1,9,0,0,0,1,1,0,7,0,3,0,0,0,0,0,.236,.304,.370,.673,9,13,L,J.Niese (59),2015
26,May 3,@,NYM,"W,1-0",40,34,1,7,4,0,0,1,6,2,10,0,0,0,0,0,0,0,.235,.304,.368,.672,12,15,R,D.Gee (51),2015
27,May 4,,MIA,"W,6-4",39,34,6,12,1,0,1,6,4,0,5,0,0,1,0,1,0,0,.239,.308,.372,.680,9,15,R,D.Phelps (54),2015
28,May 5,,MIA,"L,1-2",36,30,1,3,1,0,0,1,6,0,9,0,0,0,0,1,0,0,.235,.306,.364,.670,8,17,R,M.Latos (66),2015
29,May 6,,MIA,"W,7-5",36,34,7,12,3,0,3,7,1,1,6,0,0,1,1,2,0,0,.239,.308,.376,.684,5,12,R,T.Koehler (42),2015
30,May 8,,ATL,"W,9-2",36,34,9,11,0,0,5,9,2,0,8,0,0,0,0,0,0,0,.242,.310,.389,.699,3,13,L,E.Stults (53),2015
31,May 9,,ATL,"W,8-6",40,36,8,14,2,0,3,8,4,0,11,0,0,0,0,2,1,0,.247,.315,.399,.714,7,16,R,J.Teheran (26),2015
32,May 10,,ATL,"W,5-4",33,30,5,11,3,0,0,5,2,0,7,0,1,0,0,1,0,0,.250,.317,.401,.718,4,14,L,A.Wood (52),2015
33,May 11,@,ARI,"W,11-1",45,41,11,15,1,0,2,11,3,0,10,0,0,1,0,0,0,0,.254,.320,.406,.726,7,13,R,J.Collmenter (1),2015
34,May 12,@,ARI,"L,6-14",39,35,6,12,4,0,1,5,3,0,4,0,1,0,0,3,0,0,.257,.322,.410,.733,6,16,R,R.De La Rosa (47),2015
35,May 13,@,ARI,"W,9-6",42,35,9,8,1,0,3,9,6,1,5,1,0,0,0,0,2,0,.256,.324,.413,.737,6,16,R,J.Hellickson (44),2015
36,May 14,@,SDP,"L,3-8",40,33,3,8,0,0,0,3,4,0,10,0,2,1,1,0,2,0,.256,.323,.409,.732,10,13,R,T.Ross (52),2015
37,May 15,@,SDP,"W,10-0",44,39,10,16,2,0,1,9,3,1,6,1,0,1,0,2,1,0,.261,.327,.413,.740,7,13,R,O.Despaigne (10),2015
38,May 16,@,SDP,"W,4-1",38,34,4,11,4,0,0,4,3,0,8,0,0,1,1,2,0,2,.262,.328,.414,.742,7,13,R,A.Cashner (44),2015
39,May 17,@,SDP,"W,10-5",40,33,10,8,1,1,2,10,6,1,10,0,0,1,0,1,1,0,.262,.329,.416,.745,3,11,R,I.Kennedy (39),2015
40,May 19,,NYY,"W,8-6",41,36,8,10,1,0,4,8,5,0,12,0,0,0,0,3,0,0,.262,.330,.422,.752,4,17,R,N.Eovaldi (32),2015
41,May 20,,NYY,"W,3-2",34,28,3,5,0,0,2,3,5,0,7,0,1,0,1,0,1,0,.261,.329,.421,.751,7,13,R,A.Warren (55),2015
42,May 22,,PHI,"W,2-1",30,28,2,6,1,0,1,2,2,1,6,0,0,0,0,1,0,0,.260,.328,.420,.748,4,12,R,S.O'Sullivan (56),2015
43,May 23,,PHI,"L,1-8",33,31,1,5,2,0,0,1,1,0,7,0,1,0,0,0,0,0,.258,.326,.416,.741,5,13,L,C.Hamels (72),2015
44,May 24,,PHI,"W,4-1",36,32,4,10,4,1,0,4,2,0,3,0,2,0,0,0,0,0,.259,.326,.418,.744,8,15,R,A.Harang (50),2015
45,May 25,@,CHC,"W,2-1",35,30,2,5,1,0,2,2,3,0,8,0,2,0,1,1,0,0,.257,.324,.417,.742,6,13,L,T.Wada (60),2015
46,May 26,@,CHC,"L,2-3",32,28,2,6,1,0,2,2,2,0,6,1,1,0,0,2,1,1,.256,.324,.418,.742,3,13,R,K.Hendricks (67),2015
47,May 27,@,CHC,"W,3-0",40,37,3,9,2,0,2,2,3,0,13,0,0,0,2,1,0,0,.256,.323,.419,.743,10,14,L,J.Lester (65),2015
48,May 29,@,CIN,"L,2-5",42,36,2,10,2,0,0,2,5,1,7,1,0,0,0,1,0,0,.256,.325,.417,.742,13,14,R,A.DeSclafani (47),2015
49,May 30,@,CIN,"L,5-8",40,36,5,10,1,0,1,5,2,0,11,2,0,0,0,1,0,0,.257,.325,.417,.742,8,14,R,R.Iglesias (39),2015
50,May 31,@,CIN,"L,2-8",33,27,2,2,1,0,0,2,6,0,7,0,0,0,0,0,0,0,.254,.324,.412,.736,4,14,R,M.Lorenzen (61),2015
2015
51,Jun 2 (1),,TOR,"W,2-0",35,31,2,9,0,0,0,2,2,0,7,0,1,1,0,0,1,0,.255,.324,.410,.733,9,10,R,R.Dickey (53),2015
52,Jun 2 (2),,TOR,"L,3-7",36,33,3,6,3,0,0,3,2,0,9,0,0,1,1,0,0,0,.253,.322,.407,.729,6,14,R,M.Estrada (53),2015
53,Jun 3,,TOR,"L,0-8",32,31,0,6,1,0,0,0,1,0,2,0,0,0,1,3,0,0,.252,.320,.404,.724,5,12,L,M.Buehrle (76),2015
54,Jun 4,,CHC,"L,1-2",37,32,1,8,2,0,0,1,3,0,9,2,0,0,0,0,1,2,.252,.321,.402,.723,9,16,R,J.Arrieta (64),2015
55,Jun 5,,CHC,"W,7-5",38,34,7,12,5,0,1,7,3,1,6,0,0,1,0,0,0,0,.254,.322,.406,.728,7,15,L,T.Wada (22),2015
56,Jun 6,,CHC,"L,2-4",34,31,2,5,1,0,2,2,3,0,9,0,0,0,0,1,0,0,.252,.321,.405,.726,5,13,R,J.Hammel (69),2015
57,Jun 7,,CHC,"L,3-6",36,36,3,8,0,0,1,3,0,0,7,0,0,0,1,0,0,0,.252,.319,.403,.722,6,17,R,K.Hendricks (49),2015
58,Jun 9,@,NYY,"L,1-6",33,32,1,6,2,0,1,1,1,0,7,0,0,0,0,1,0,0,.251,.317,.402,.720,5,9,R,M.Tanaka (69),2015
59,Jun 10,@,NYY,"W,5-4",47,43,5,11,2,0,2,5,3,0,6,0,1,0,0,0,1,0,.251,.317,.403,.720,9,10,R,N.Eovaldi (52),2015
60,Jun 11,@,MIL,"L,5-6",37,35,5,8,1,0,1,1,2,0,9,0,0,0,2,0,0,2,.250,.316,.402,.719,5,13,R,M.Garza (53),2015
61,Jun 12,@,MIL,"L,4-8",36,32,4,6,2,0,2,4,4,0,11,0,0,0,0,1,0,0,.250,.316,.403,.719,5,16,R,M.Fiers (60),2015
62,Jun 13,@,MIL,"W,7-2",43,38,7,11,1,0,2,7,2,0,7,3,0,0,1,1,1,0,.250,.317,.404,.721,9,11,R,J.Nelson (20),2015
63,Jun 14,@,MIL,"W,4-0",39,35,4,10,1,0,0,4,2,0,9,1,0,1,0,0,1,1,.251,.317,.403,.720,8,9,R,T.Jungmann (48),2015
64,Jun 15,@,TBR,"L,1-6",40,34,1,8,1,0,0,1,5,0,6,1,0,0,0,0,1,0,.251,.318,.400,.718,12,11,R,E.Ramirez (63),2015
65,Jun 16,@,TBR,"W,16-4",53,45,16,23,3,0,4,15,5,0,3,1,0,2,1,2,0,0,.256,.323,.410,.732,10,12,R,A.Colome (17),2015
66,Jun 17,,TBR,"L,0-5",31,29,0,2,0,0,0,0,2,1,3,0,0,0,0,0,0,0,.253,.320,.405,.725,4,12,R,S.Geltz (57),2015
67,Jun 18,,TBR,"L,3-5",40,36,3,11,2,0,0,3,3,0,8,0,1,0,1,1,1,0,.254,.321,.404,.725,10,16,R,C.Archer (44),2015
68,Jun 19,,PIT,"W,4-1",37,36,4,14,2,1,0,4,1,0,7,0,0,0,0,2,2,0,.256,.322,.406,.728,9,12,R,A.Burnett (38),2015
69,Jun 20,,PIT,"W,6-0",32,30,6,8,2,0,1,5,1,0,8,0,1,0,0,2,1,0,.257,.322,.406,.728,2,9,L,F.Liriano (40),2015
70,Jun 21,,PIT,"W,9-2",38,36,9,12,2,0,2,8,2,0,9,0,0,0,0,0,1,0,.258,.322,.409,.731,5,13,R,C.Morton (0),2015
71,Jun 23,,ATL,"W,3-1",35,33,3,12,2,0,0,3,1,0,3,0,1,0,0,2,1,0,.259,.323,.409,.732,8,14,L,A.Wood (46),2015
72,Jun 24,,ATL,"W,2-1",43,35,2,6,2,0,0,2,6,2,7,0,1,1,0,1,0,0,.258,.322,.406,.729,9,14,R,S.Miller (71),2015
73,Jun 25,,ATL,"W,7-0",37,34,7,12,3,0,1,6,2,0,3,0,1,0,1,2,0,0,.259,.323,.408,.731,6,11,R,M.Wisler (24),2015
74,Jun 26,@,PHI,"W,5-2",39,34,5,9,1,0,1,4,2,0,10,1,1,1,1,1,1,0,.259,.323,.408,.731,7,12,R,A.Harang (40),2015
75,Jun 28 (1),@,PHI,"W,3-2",43,35,3,9,3,0,0,2,6,0,8,0,1,1,1,0,0,0,.259,.324,.407,.730,13,14,R,K.Correia (47),2015
76,Jun 28 (2),@,PHI,"L,5-8",40,37,5,10,2,0,2,5,2,0,10,0,1,0,1,0,0,0,.259,.324,.408,.731,8,14,R,S.Gonzalez (46),2015
77,Jun 30,@,ATL,"W,6-1",42,37,6,11,3,0,1,4,4,1,15,0,1,0,0,1,1,0,.260,.324,.408,.733,9,11,R,S.Miller (40),2015
2015
78,Jul 1,@,ATL,"L,1-4",35,29,1,4,0,0,0,1,6,0,10,0,0,0,0,2,0,0,.259,.324,.406,.729,7,11,R,M.Wisler (67),2015
79,Jul 2,@,ATL,"L,1-2",32,30,1,5,1,0,0,1,0,0,10,2,0,0,0,2,2,0,.258,.323,.403,.726,4,9,L,M.Banuelos (72),2015
80,Jul 3,,SFG,"W,2-1",32,26,2,3,1,0,1,2,6,1,6,0,0,0,0,1,0,0,.256,.322,.402,.724,6,12,R,J.Peavy (59),2015
81,Jul 4,,SFG,"W,9-3",40,36,9,13,5,0,2,9,3,1,6,0,0,1,0,0,0,0,.258,.323,.405,.729,7,11,L,M.Bumgarner (30),2015
82,Jul 5,,SFG,"W,3-1",34,31,3,7,1,0,1,3,3,0,6,0,0,0,1,1,2,0,.257,.323,.405,.728,7,14,R,R.Vogelsong (51),2015
83,Jul 6,,CIN,"L,2-3",37,32,2,5,1,0,1,1,5,0,7,0,0,0,0,0,1,0,.256,.322,.403,.726,8,16,R,A.DeSclafani (53),2015
84,Jul 7,,CIN,"L,0-5",31,30,0,2,0,1,0,0,1,0,11,0,0,0,2,1,0,0,.254,.320,.401,.721,4,12,R,J.Cueto (93),2015
85,Jul 10,@,BAL,"L,2-3",35,34,2,10,1,0,0,2,1,0,9,0,0,0,0,2,1,1,.255,.320,.400,.720,6,9,R,C.Tillman (53),2015
86,Jul 11,@,BAL,"W,7-4",38,34,7,11,1,1,2,6,3,0,7,0,1,0,0,2,1,0,.255,.321,.402,.722,4,9,R,M.Gonzalez (27),2015
87,Jul 12,@,BAL,"W,3-2",35,34,3,8,2,0,0,3,1,0,9,0,0,0,0,1,0,0,.255,.320,.401,.720,5,10,L,W.Chen (63),2015
88,Jul 17 susp,,LAD,"W,5-3",37,32,5,7,3,0,2,5,5,2,5,0,0,0,1,0,0,0,.255,.320,.402,.722,8,15,R,M.Bolsinger (54),2015
89,Jul 18,,LAD,"L,2-4",32,32,2,5,0,0,1,2,0,0,17,0,0,0,0,0,0,0,.254,.318,.400,.718,3,14,L,C.Kershaw (90),2015
90,Jul 19,,LAD,"L,0-5",31,30,0,5,0,0,0,0,1,0,11,0,0,0,0,1,0,0,.253,.317,.398,.715,4,16,R,Z.Greinke (86),2015
91,Jul 20,,NYM,"W,7-2",35,31,7,6,1,0,1,5,4,0,4,0,0,0,2,0,0,0,.252,.317,.397,.714,4,13,R,M.Harvey (54),2015
92,Jul 21,,NYM,"L,2-7",32,31,2,5,1,0,1,2,0,0,11,1,0,0,0,0,0,1,.251,.316,.396,.712,3,14,R,J.deGrom (66),2015
93,Jul 22,,NYM,"W,4-3",40,31,4,9,1,0,0,4,8,1,7,0,1,0,0,1,2,0,.252,.317,.395,.712,12,13,R,N.Syndergaard (52),2015
94,Jul 23,@,PIT,"L,3-7",37,32,3,6,1,0,1,2,5,0,13,0,0,0,0,1,0,0,.251,.317,.394,.711,7,13,L,F.Liriano (70),2015
95,Jul 24,@,PIT,"L,5-7",38,34,5,7,2,0,1,5,4,0,9,0,0,0,1,1,1,0,.251,.316,.394,.710,6,14,L,J.Locke (45),2015
96,Jul 25,@,PIT,"W,9-3",45,38,9,14,3,0,2,8,2,0,9,2,2,1,1,0,1,0,.252,.318,.396,.714,9,13,R,A.Burnett (35),2015
97,Jul 26,@,PIT,"L,1-3",33,32,1,7,1,0,1,1,0,0,9,1,0,0,0,1,1,0,.252,.317,.396,.713,5,12,R,G.Cole (69),2015
98,Jul 28,@,MIA,"L,1-4",38,30,1,7,2,0,0,1,7,0,6,0,0,1,0,3,0,0,.251,.318,.395,.713,10,14,R,J.Fernandez (61),2015
99,Jul 29,@,MIA,"W,7-2",38,35,7,9,1,1,3,7,2,0,8,0,0,1,1,1,0,0,.252,.317,.397,.714,4,14,R,T.Koehler (43),2015
